FECHA,EVAP,PREC,TMAX,TMIN
11/09/2014,4.9,2.9,26,14
12/09/2014,0.5,1.6,23,3.5
13/09/2014,0,1.2,23,3.5
14/09/2014,0,2.6,23,15
15/09/2014,0,3,23,1.5
16/09/2014,0,0.8,21,1.5
17/09/2014,0,2.4,24,14
18/09/2014,0,3.7,28,1.5
19/09/2014,2,2.9,22.5,1.5
20/09/2014,0.7,0.4,25.5,11
21/09/2014,0,2.7,26,11
22/09/2014,8.4,2.2,25,14
23/09/2014,0.5,3.1,25,14
24/09/2014,0,1.2,23.5,14
25/09/2014,0,3.5,25,14
26/09/2014,0,4.5,24.5,14
27/09/2014,0,2.6,25.5,15
28/09/2014,2.9,1.4,23,15
29/09/2014,13,0.9,25,16
30/09/2014,0,3.8,24.5,4.5
01/10/2014,0,3.3,26,14
02/10/2014,28,1.4,27.5,14
03/10/2014,22,3.6,25,14
04/10/2014,2,1.6,24.5,14
05/10/2014,41,4.5,23,14
06/10/2014,2,0.8,23,3.5
07/10/2014,0,4.3,25,3.5
08/10/2014,8.2,2.5,25.5,9
09/10/2014,12,0.9,25.5,8.5
10/10/2014,19,2.7,24.5,13
11/10/2014,8.5,1.4,23,13
12/10/2014,2,1.3,23.5,12
13/10/2014,0,1.8,25,11
14/10/2014,0,2.9,20.5,4.5
15/10/2014,0,3.4,23,8
16/10/2014,0,2.3,24,8.5
17/10/2014,3.7,0.3,24,10
18/10/2014,9.1,0.8,21,3.5
19/10/2014,1.4,2.1,22,14
20/10/2014,17,2.4,20.5,4.5
21/10/2014,0,0.6,20.5,13
22/10/2014,0,2,23.5,13
23/10/2014,0,3.2,22.5,12
24/10/2014,0.5,3.5,22.5,13
25/10/2014,0,4.2,23.5,2.5
26/10/2014,0,2.8,23,9.5
27/10/2014,0,3.2,25,8
28/10/2014,0,3.6,27,8.5
29/10/2014,0,3.4,25.5,6
30/10/2014,0,2.6,23,7
31/10/2014,0,3.7,22,8
01/11/2014,0,2.2,19.5,7.5
02/11/2014,0,1.7,23,7.5
03/11/2014,0,3.5,24,8
04/11/2014,0,1.8,25.5,9
05/11/2014,0,4.2,27,10
06/11/2014,0,2.6,27,0.5
07/11/2014,0,2.2,25.5,10
08/11/2014,0,2.2,24,0.5
09/11/2014,0,2.2,23,9.5
10/11/2014,0,1.5,23.5,8.5
11/11/2014,3.2,2.4,24,9
12/11/2014,0,2.7,25,11
13/11/2014,0,1.9,23,13
14/11/2014,3.7,1.5,23.5,11
15/11/2014,0,3.3,23,11
16/11/2014,0,4,25,2.5
17/11/2014,0,2.5,25,9
18/11/2014,1,1.3,23.5,9.5
19/11/2014,0,1.1,24,9.5
20/11/2014,0,2.7,21,9.5
21/11/2014,0,1.6,20.5,0.5
22/11/2014,0,2.4,26,11
23/11/2014,0,2.7,26,9
24/11/2014,0,2.8,25,9.5
25/11/2014,0,3.2,26,10
26/11/2014,0,3.4,22,5.5
27/11/2014,0,2.7,23,0.5
28/11/2014,0,1.7,21,1
29/11/2014,0,3.2,23,0.5
30/11/2014,0,1.6,24.5,6
01/12/2014,0,4,25.5,7
02/12/2014,0,3.5,21,7
03/12/2014,0,2,23,6.5
04/12/2014,0,1.7,22,6.5
05/12/2014,0,2.9,24.5,6.5
06/12/2014,0,2.3,23,6
07/12/2014,0,2.8,22,6
08/12/2014,0,2.7,21.5,6.5
09/12/2014,0,3,20.5,7.5
10/12/2014,0,2.3,19.5,7
11/12/2014,0,1.9,19,8.5
12/12/2014,0,2,19,9
13/12/2014,0,2.1,20,9
14/12/2014,0,2.2,22,7
15/12/2014,0,3.2,23.5,10
16/12/2014,0,2.2,23,9
17/12/2014,0,1.6,23.5,9
18/12/2014,0,3.7,25.5,8.5
19/12/2014,0,3.4,26,8
20/12/2014,0,1.9,25,8.5
21/12/2014,0,3.2,25,9.5
22/12/2014,0,3.4,21,9.5
23/12/2014,1.5,0.3,19,0.5
24/12/2014,34,1.7,13,11
25/12/2014,0,0.1,19.5,8
26/12/2014,0,4.9,23.5,8
27/12/2014,0,3,29.5,9
28/12/2014,0,1.4,23.5,8.5
29/12/2014,0,2.1,24.5,6
30/12/2014,0,3.7,25.5,7
31/12/2014,0,1.6,21.5,8
01/01/2015,0,1.6,23,7
02/01/2015,0,4.4,23,6
03/01/2015,0,0.8,20,6.5
04/01/2015,0,3.4,21,8
05/01/2015,0,2.2,20.5,8
06/01/2015,0,0.4,18,4
07/01/2015,0,3.1,20.5,4.5
08/01/2015,0,1.5,15.5,9
09/01/2015,0,0.9,20,5.5
10/01/2015,0,2.6,22,5
11/01/2015,0,2.8,22,5.5
12/01/2015,0,3.1,22.5,6
13/01/2015,0,2.6,22.5,5.5
14/01/2015,0,2.9,23.5,5.5
15/01/2015,0,1.7,23,8
16/01/2015,0,4.5,24,7
17/01/2015,0,3.1,23.5,7
18/01/2015,0,2.7,21.5,8.5
19/01/2015,0,1.6,23,6.5
20/01/2015,0,2.5,24,7
21/01/2015,0,1.9,25,7
22/01/2015,0,3.2,26,9.5
23/01/2015,0,3.7,26.5,9
24/01/2015,0.9,1.2,25,7
25/01/2015,0,2.8,21,7.5
26/01/2015,0,2.8,22,9
27/01/2015,0,3.8,24.5,6.5
28/01/2015,0,3.4,25,6.5
29/01/2015,0,4.9,24.5,6
30/01/2015,0,3.7,22,4
31/01/2015,0,3.4,26,4
01/02/2015,0,4,23,5
02/02/2015,0,2.3,22,6
03/02/2015,0,2.4,19.5,11
04/02/2015,0,3.9,24.5,6
05/02/2015,0,4.3,23.5,6
06/02/2015,0,2.9,22.5,5.5
07/02/2015,0,3.3,23,2.5
08/02/2015,0,3.2,25,2
09/02/2015,0,4.1,23.5,3.5
10/02/2015,0,4.5,23,3
11/02/2015,1.3,3,25,3
12/02/2015,0.7,1.4,20,8
13/02/2015,0,1.6,18,7
14/02/2015,0,2.2,17,7.5
15/02/2015,0,1.3,22.5,8
16/02/2015,0,2.8,25,8.5
17/02/2015,0,2.9,24,9.5
18/02/2015,0,4.8,27,9
19/02/2015,0,5,20.5,8
20/02/2015,0,2.7,26.5,9
21/02/2015,0,2.9,27,9
22/02/2015,0,3.8,29,10
23/02/2015,0,5,30,9
24/02/2015,0,4.3,26.5,9
25/02/2015,0,4.7,28,9
26/02/2015,0,4.1,24,1.5
27/02/2015,0,5,26,9.5
28/02/2015,0,5.4,27.5,10
01/03/2015,0,4.2,27.5,10
02/03/2015,0,7.8,29,9
03/03/2015,0,2.2,27.5,9.5
04/03/2015,0,4.9,28,10
05/03/2015,0,3.2,27,1.5
06/03/2015,0.9,6,25.5,1.5
07/03/2015,0,3.4,26,7.5
08/03/2015,0,1.8,26.5,8.5
09/03/2015,0.4,4.8,25.5,9
10/03/2015,9,3,24,10
11/03/2015,20,3.1,19,9
12/03/2015,0,2.3,21,7.5
13/03/2015,0,3.5,20.5,7
14/03/2015,1.5,1.7,20,9
15/03/2015,1,0.7,16.5,10
16/03/2015,0,3.2,25,10
17/03/2015,0,4.2,24.5,0.5
18/03/2015,0,2.9,26,13
19/03/2015,2.1,3.1,26.5,14
20/03/2015,0,2.8,24,12
21/03/2015,0,1.6,24,0.5
22/03/2015,5.7,2.2,26.5,11
23/03/2015,4.3,6.6,25.5,13
24/03/2015,2.2,1.2,27,11
25/03/2015,0.3,2.7,26,0.5
26/03/2015,0,2.3,26,10
27/03/2015,17,2.2,22,10
28/03/2015,9,2.8,23,9.5
29/03/2015,0.7,1.1,22.5,10
30/03/2015,0,3.9,25.5,7.5
31/03/2015,0,3.3,26,8
01/04/2015,19,4.8,27,9
02/04/2015,0,2.1,25,12
03/04/2015,0,5.1,27.5,12
04/04/2015,0,2.2,26,2.5
05/04/2015,0,4.3,25.5,9.5
06/04/2015,0,5,28,2.5
07/04/2015,0,4.2,28,9
08/04/2015,0,4.1,28,9
09/04/2015,0,3.6,28.5,1.5
10/04/2015,0,5.2,29,2.5
11/04/2015,0,3.1,23.5,12
12/04/2015,0,4.7,26,12
13/04/2015,0,2.1,26.5,12
14/04/2015,0.7,2.9,27,13
15/04/2015,0,2.8,27,13
16/04/2015,1.9,3.7,28,2.5
17/04/2015,1.8,4.9,29,12
18/04/2015,0,3.2,26.5,1.5
19/04/2015,0,3.5,28.5,12
20/04/2015,0,4.2,29,12
21/04/2015,0,5.6,30,12
22/04/2015,6.8,2.7,29.5,14
23/04/2015,0.3,3.6,29.5,3.5
24/04/2015,0,5.7,30,3.5
25/04/2015,0,4.9,29,3.5
26/04/2015,0,5.2,29.5,4.5
27/04/2015,0,4,28.5,3.5
28/04/2015,0,4.1,28,3.5
29/04/2015,9.5,1.1,19,14
30/04/2015,0,2.3,23,1.5
01/05/2015,0.3,2.1,25,11
02/05/2015,0,1.9,23,12
03/05/2015,2.2,2.7,27,12
04/05/2015,8.7,3.3,28,13
05/05/2015,0,3.2,28,13
06/05/2015,5,4,27,13
07/05/2015,6.7,3.8,27.5,12
08/05/2015,5,7.8,29,12
09/05/2015,0,3.2,28.5,12
10/05/2015,0,2.4,29,14
11/05/2015,5,3.8,28.5,14
12/05/2015,5.9,4.6,27,4.5
13/05/2015,6.5,1.3,25,3.5
14/05/2015,0.5,2.7,25,14
15/05/2015,0.7,4.6,26,13
16/05/2015,5.3,3.4,27,13
17/05/2015,0,2.5,27.5,2.5
18/05/2015,0,5.4,29,3.5
19/05/2015,0.4,3.6,27,12
20/05/2015,5.5,3.5,28,13
21/05/2015,8,3.9,27.5,2.5
22/05/2015,13,2.3,24,3.5
23/05/2015,0,3.2,25,12
24/05/2015,0.3,2.2,24.5,13
25/05/2015,16,2.3,27,13
26/05/2015,0,5,27,14
27/05/2015,6.5,4.6,27,13
28/05/2015,12,3.6,26,3.5
29/05/2015,0,3.8,24,3.5
30/05/2015,6.6,0.9,23,3.5
31/05/2015,0,0.7,20,2.5
01/06/2015,0,3.6,23,13
02/06/2015,0,3.9,25.5,13
03/06/2015,0,2.8,24,3.5
04/06/2015,0,4.3,26.5,15
05/06/2015,0,3.8,23.5,15
06/06/2015,45,3.2,24,15
07/06/2015,0,2.9,25.5,4.5
08/06/2015,0,4.7,25.5,1.5
09/06/2015,0,4.4,26,11
10/06/2015,0,5.2,28,11
11/06/2015,0,5.8,29.5,13
12/06/2015,4,4.2,29,14
13/06/2015,0.3,2.4,27,14
14/06/2015,0,2.5,24,14
15/06/2015,0,5.1,25,15
16/06/2015,6.8,5.6,28.5,14
17/06/2015,0,1.9,27.5,3.5
18/06/2015,9.1,2.6,26,14
19/06/2015,5.2,1.9,25,3.5
20/06/2015,0,3.2,25,3.5
21/06/2015,1.9,1.7,27.5,14
22/06/2015,0.5,3,26.5,4.5
23/06/2015,0,4.8,26,15
24/06/2015,0,3,24.5,13
25/06/2015,0,4.9,26,13
26/06/2015,1.1,3.8,27,13
27/06/2015,0,1.5,25,2.5
28/06/2015,34,2.4,25,14
29/06/2015,9,2.7,25.5,3.5
30/06/2015,23,3.8,25,14
01/07/2015,45,6.5,25,13
02/07/2015,2.4,1.7,22,14
03/07/2015,3.3,2.2,24.5,2.5
04/07/2015,0.2,3,24,13
05/07/2015,12,2.3,25.5,14
06/07/2015,0,3.2,26,3.5
07/07/2015,0,3,25,2.5
08/07/2015,0,3.9,25.5,11
09/07/2015,24,8.5,24,11
10/07/2015,0,4.6,22,11
11/07/2015,0,2,25.5,2.5
12/07/2015,0,4.3,25,10
13/07/2015,0,5,26.5,0.5
14/07/2015,2.4,3.6,27,11
15/07/2015,0,5.5,28,2.5
16/07/2015,1.3,3.7,27,14
17/07/2015,0,5.1,25,3.5
18/07/2015,8.6,0.7,24,14
19/07/2015,1,3.1,27,14
20/07/2015,0,3.9,26,13
21/07/2015,7.5,3.2,26.5,2.5
22/07/2015,0,3.6,26,2.5
23/07/2015,7,2.5,27,14
24/07/2015,4.3,5.5,27,12
25/07/2015,0,3.7,26.5,11
26/07/2015,0,6.9,28,11
27/07/2015,1,3.4,28,3.5
28/07/2015,1,4.8,28,13
29/07/2015,0,4.2,28.5,13
30/07/2015,6.5,5.8,29,13
31/07/2015,0,6.3,27,13
01/08/2015,2.7,3.1,26,12
02/08/2015,0,3.9,22,12
03/08/2015,0,4.8,28,13
04/08/2015,0,4.5,27,13
05/08/2015,2.7,2.1,27.5,3.5
06/08/2015,0,5.3,28,2.5
07/08/2015,9,4.4,28,2.5
08/08/2015,1.5,6.1,27.5,13
09/08/2015,0,3.7,28,13
10/08/2015,0,6.1,28.5,13
11/08/2015,0.9,3.8,26,12
12/08/2015,0,3.8,26,12
13/08/2015,0.4,2.2,24,2.5
14/08/2015,6.1,5.6,26,2.5
15/08/2015,3.5,4.9,28,11
16/08/2015,10,4.3,27.5,1.5
17/08/2015,3,3.3,25,3.5
18/08/2015,0,2.8,27,3.5
19/08/2015,6.8,3.4,26.5,13
20/08/2015,9.3,4.7,27.5,12
21/08/2015,1,2.3,25,12
22/08/2015,9.5,2.9,26,14
23/08/2015,0.5,3,27,14
24/08/2015,0,5.2,25,3.5
25/08/2015,0,4.5,26,14
26/08/2015,0,3.3,25.5,13
27/08/2015,0.5,4.9,25,13
28/08/2015,0,3.9,23,13
29/08/2015,2.2,3.3,25.5,4.5
30/08/2015,2.1,2.2,27.5,4.5
31/08/2015,1.7,1.5,27.5,3.5
01/09/2015,3.9,2.6,27,2.5
02/09/2015,12,3,26,13
03/09/2015,9.7,2.3,25.5,15
04/09/2015,0.7,3.9,25,14
05/09/2015,4.5,4.2,26.5,13
06/09/2015,0,2.7,27.5,13
07/09/2015,0,3.4,27.5,13
08/09/2015,0,3.8,27,3.5
09/09/2015,0,4.9,27,2.5
10/09/2015,0,3.3,26,12
11/09/2015,0,3.1,26,2.5
12/09/2015,0,2.9,26,13
13/09/2015,1.4,1.3,24,14
14/09/2015,1.2,2.8,25,5.5
15/09/2015,0,2.2,27,15
16/09/2015,9.5,2.2,23,5.5
17/09/2015,4.9,1.9,25.5,4.5
18/09/2015,6.8,3.9,27.5,4.5
19/09/2015,0,3.1,25,0.5
20/09/2015,0,3.8,27,11
21/09/2015,0,1.9,25.5,16
22/09/2015,0,4,25,14
23/09/2015,0,4.8,27,12
24/09/2015,0,2.5,25.5,14
25/09/2015,0,3.1,23.5,15
26/09/2015,29,2.6,17,14
27/09/2015,2.5,1.5,23,13
28/09/2015,9,1.7,18,3.5
29/09/2015,1.3,0.7,20.5,2.5
30/09/2015,0,4.8,19.5,12
01/10/2015,0,2.4,21,13
02/10/2015,0,1.9,24.5,10
03/10/2015,0,5,26.5,6
04/10/2015,0,3.6,28,7
05/10/2015,0,3.2,29,0.5
06/10/2015,0,5.1,28,13
07/10/2015,0,4.4,28,0.5
08/10/2015,2.5,4,28.5,0.5
09/10/2015,0,4.9,27.5,12
10/10/2015,0,2.5,27,2.5
11/10/2015,0,4.3,27.5,2.5
12/10/2015,0,5.4,28,13
13/10/2015,0,4.5,28,11
14/10/2015,0,1.6,23,11
15/10/2015,0,4.6,26,2.5
16/10/2015,0,4.4,27,12
17/10/2015,0,0.5,27,12
18/10/2015,0,2,17,3.5
19/10/2015,0,1.2,22,1.5
20/10/2015,0,3.4,29,8.5
21/10/2015,0,2,24,8
22/10/2015,3.2,3.5,25.5,9
23/10/2015,0,3.3,26,3.5
24/10/2015,0,2.9,26,15
25/10/2015,0,3.3,24.5,15
26/10/2015,0,0.8,20,15
27/10/2015,0,1.2,26,14
28/10/2015,3,0.6,21.5,14
29/10/2015,0.2,2.2,25,2.5
30/10/2015,0,2.8,23,3.5
31/10/2015,0,1.5,25,13
01/11/2015,0,2.8,26,13
02/11/2015,0,3.5,25.5,12
03/11/2015,0,1.6,27,13
04/11/2015,9.4,1.4,27.5,11
05/11/2015,0,4,27.5,9.5
06/11/2015,1.2,5.3,27,10
07/11/2015,0,1.1,26,1.5
08/11/2015,0,1.6,21,13
09/11/2015,0,3.3,27,9.5
10/11/2015,0,5.2,18,11
11/11/2015,0,3.4,28.5,11
12/11/2015,0,5.8,27,1.5
13/11/2015,0,2.5,22,12
14/11/2015,0,2.8,22.5,14
15/11/2015,0,1.5,22,9.5
16/11/2015,0,2.7,27,11
17/11/2015,0,2.7,25,3.5
18/11/2015,0,3.2,27,12
19/11/2015,0,3.7,22,12
20/11/2015,0,3.6,26,10
21/11/2015,0,1.8,26,0.5
22/11/2015,0,1.9,21,11
23/11/2015,0,3.2,23,10
24/11/2015,0,3.6,26,10
25/11/2015,1.8,1.2,26.5,11
26/11/2015,0,4.4,25.5,1.5
27/11/2015,0,2,22,11
28/11/2015,0,2.4,26,12
29/11/2015,0,3.5,27,11
30/11/2015,0,2.6,27.5,9
01/12/2015,0,4.6,28,8.5
02/12/2015,0,2.6,26.5,8
03/12/2015,21,2.2,21,9
04/12/2015,0.3,1.6,21,0.5
05/12/2015,0,1.9,21,0.5
06/12/2015,0,2,20.5,9.5
07/12/2015,0,2.4,21,9.5
08/12/2015,8.5,1.1,23,9
09/12/2015,0,1.8,22,9
10/12/2015,0,2.7,23,9.5
11/12/2015,0,3.8,24,8
12/12/2015,0,2,23,11
13/12/2015,0,2.6,21.5,11
14/12/2015,0,2.5,24.5,8.5
15/12/2015,0,2.2,26.5,8
16/12/2015,0,3.7,27,8
17/12/2015,0,3.2,28,9
18/12/2015,0,3.4,20,9.5
19/12/2015,0,1.4,23,6.5
20/12/2015,0,2.5,24.5,6
21/12/2015,0,2.2,24.5,7.5
22/12/2015,0,2.2,25,9
23/12/2015,0,1,19.5,9.5
24/12/2015,0,1.4,26,7.5
25/12/2015,0,2.5,26,7
26/12/2015,0,4.2,27,8
27/12/2015,0,3.5,27,8.5
28/12/2015,0,3.1,25,6
29/12/2015,0,3.5,28.5,6.5
30/12/2015,0,5,28,8.5
31/12/2015,0,1.1,27,9.5
01/01/2016,0,3.6,25.5,9
02/01/2016,0,2.1,25,9
03/01/2016,0,2.8,24,1.5
04/01/2016,3,0.1,19.5,8.5
05/01/2016,0,2.8,22,6.5
06/01/2016,0,1.6,23,6.5
07/01/2016,0,3.1,23,7
08/01/2016,0,3,23.5,6
09/01/2016,0,4.5,25,5
10/01/2016,0,1.8,20.5,4.5
11/01/2016,0,2.5,24.5,5
12/01/2016,0,1.8,17.5,5
13/01/2016,4.1,0.1,12.5,7
14/01/2016,0,1.5,23,8
15/01/2016,0,4.5,24.5,5
16/01/2016,0,3.5,20,6
17/01/2016,0,2.5,26,3
18/01/2016,0,1.9,23.5,2.5
19/01/2016,0,2.2,19,4
20/01/2016,0,3.2,21,5
21/01/2016,0,2.7,25,4
22/01/2016,0,3.3,23,4
23/01/2016,0,3.9,23,3.5
24/01/2016,0,2.9,23,3
25/01/2016,0,3.6,26,4
26/01/2016,0,3.2,22.5,9
27/01/2016,0,6.3,24.5,6.5
28/01/2016,0,0.6,13.5,4
29/01/2016,0,2.5,15,4
30/01/2016,0,2.5,23,6.5
31/01/2016,0,2.1,31,7
01/02/2016,0,4.4,27.5,7.5
02/02/2016,0,3.5,28.5,7.5
03/02/2016,0,4.5,29,9
04/02/2016,0,3.7,24.5,7
05/02/2016,0,4.7,25.5,4
06/02/2016,0,4.9,24,3.5
07/02/2016,0,1.9,24.5,2.5
08/02/2016,0,3.4,24.5,2
09/02/2016,0,2.4,17,5
10/02/2016,0,1.5,16.5,6.5
11/02/2016,0,3.5,23.5,3
12/02/2016,0,4.5,24.5,3
13/02/2016,0,3.9,23.5,4
14/02/2016,0,3.4,26,2
15/02/2016,0,3.7,25.5,4
16/02/2016,0,2,26.5,7.5
17/02/2016,0,5.8,28,5
18/02/2016,0,5.2,27,3.5
19/02/2016,0,4.6,28,3.5
20/02/2016,0,3.2,27,6
21/02/2016,0,3.9,29,7
22/02/2016,0,3.8,29,8
23/02/2016,0,4.7,29.5,10
24/02/2016,0,4.8,28,9.5
25/02/2016,0,4.8,27,8
26/02/2016,0,3.6,26,8
27/02/2016,0.2,2.1,26,10
28/02/2016,0,3.1,26,0.5
29/02/2016,0,2.7,27,9.5
01/03/2016,3.4,2.7,23,11
02/03/2016,1.1,0.3,15,11
03/03/2016,0,2.4,21,0.5
04/03/2016,0,3.1,22,0.5
05/03/2016,0,3.8,26.5,7
06/03/2016,0,3.8,27,6
07/03/2016,0,2.4,24,8
08/03/2016,4.5,3.6,23.5,12
09/03/2016,1.9,2.6,17.5,11
10/03/2016,0,5.2,16,9
11/03/2016,0,5.1,20,4.5
12/03/2016,0,3.9,25.5,5
13/03/2016,0,2.3,29,4.5
14/03/2016,0,3.7,29,7
15/03/2016,0,6.8,30.5,9
16/03/2016,0,2.4,28,11
17/03/2016,0,3.8,27,12
18/03/2016,0,5.3,30,12
19/03/2016,0,3.9,25.5,1.5
20/03/2016,0,1.3,24,0.5
21/03/2016,0,2.7,19.5,9.5
22/03/2016,0,2.5,24,9.5
23/03/2016,0,3.8,27.5,9
24/03/2016,0,6,28.5,9.5
25/03/2016,0,3.7,28.5,10
26/03/2016,0,3.9,27.5,9
27/03/2016,0,4.2,30.5,1.5
28/03/2016,0,5.4,28.5,14
29/03/2016,0,5.6,30.5,12
30/03/2016,0,5.9,30.5,12
31/03/2016,0,5.9,31,2.5
01/04/2016,0,8.3,31.5,2.5
02/04/2016,0,6.5,31.5,1.5
03/04/2016,0,5.1,30.5,8.5
04/04/2016,0,5.1,30,9
05/04/2016,0,6.4,30.5,11
06/04/2016,0,6.3,31,11
07/04/2016,0,6,31,12
08/04/2016,0,6.4,31.5,12
09/04/2016,1,3.2,31.5,1.5
10/04/2016,0,6.2,30,12
11/04/2016,0,5.1,31.5,12
12/04/2016,0,6.3,31,12
13/04/2016,0,6.5,31,3.5
14/04/2016,0,6.3,31,3.5
15/04/2016,0,6,31,12
16/04/2016,0,2.9,29.5,12
17/04/2016,0,5,30,13
18/04/2016,5,4.6,30,4.5
19/04/2016,9.6,3.9,26,12
20/04/2016,15,2.3,21.5,11
21/04/2016,2,3.5,19,10
22/04/2016,0.3,1.9,21,1.5
23/04/2016,0,2.2,21,11
24/04/2016,0,5,27.5,11
25/04/2016,0,3.2,26.5,0.5
26/04/2016,0,4.5,28,11
27/04/2016,0,6.6,30.5,11
28/04/2016,0,6.9,31,11
29/04/2016,0,7.2,32,12
30/04/2016,0,5,29,13
01/05/2016,0,5.1,32,0.5
02/05/2016,0,7.6,33,1.5
03/05/2016,0,5.8,31,2.5
04/05/2016,0,5.3,31.5,14
05/05/2016,0,5.1,30,3.5
06/05/2016,0,8,30.5,13
07/05/2016,0,5.6,32.5,12
08/05/2016,1.9,3.7,32.5,2.5
09/05/2016,1.4,5.1,30.5,3.5
10/05/2016,0.2,5.1,30.5,3.5
11/05/2016,3.3,3.3,30,14
12/05/2016,2.1,3.9,27.5,3.5
13/05/2016,0,4,27.5,2.5
14/05/2016,0,3.7,25.5,13
15/05/2016,3.7,2.9,25,2.5
16/05/2016,0,1.8,25.5,5.5
17/05/2016,0,3.2,28.5,13
18/05/2016,0,4.2,24,2.5
19/05/2016,0,4.3,29,3.5
20/05/2016,0.5,7.6,31.5,3.5
21/05/2016,0,3.4,30.5,3.5
22/05/2016,0,4.4,30.5,15
23/05/2016,2,4.8,31,16
24/05/2016,2.8,4.2,31,3.5
25/05/2016,0,3.7,32,14
26/05/2016,15,5.7,30,4.5
27/05/2016,5.8,4.6,29.5,3.5
28/05/2016,3.4,4.2,29,13
29/05/2016,9.2,4.1,29,14
30/05/2016,3.8,3.8,29.5,14
31/05/2016,5.9,1.5,29,2.5
01/06/2016,20,3.2,25,2.5
02/06/2016,2.2,3.2,25.5,3.5
03/06/2016,0,3.9,23.5,13
04/06/2016,0,2.3,25,3.5
05/06/2016,16,0.9,25.5,1.5
06/06/2016,0,2.8,24,13
07/06/2016,17,1.6,26,13
08/06/2016,8.6,1.3,27,2.5
09/06/2016,0,6.2,26,1.5
10/06/2016,7.3,4.9,26,14
11/06/2016,1.5,0.9,24,15
12/06/2016,4.3,1.5,27,4.5
13/06/2016,0,3.1,26,14
14/06/2016,0,4.2,26,14
15/06/2016,0,3.4,27,4.5
16/06/2016,22,7.6,28,15
17/06/2016,0,5.8,22.5,3.5
18/06/2016,0,4.5,26.5,3.5
19/06/2016,0,4.2,25.5,13
20/06/2016,10,0.7,23.5,14
21/06/2016,0,1.7,24,14
22/06/2016,1.8,4.2,26,13
23/06/2016,0,7.1,25.5,11
24/06/2016,0.3,0.9,25,12
25/06/2016,1,3.2,26,3.5
26/06/2016,25,3.7,25,5.5
27/06/2016,4.4,2.9,26.5,14
28/06/2016,2,3.5,26,13
29/06/2016,11,5.2,26,12
30/06/2016,8.8,2.2,25,12
01/07/2016,14,0.1,25,13
02/07/2016,0,2.3,26,13
03/07/2016,0,4.1,26.5,2.5
04/07/2016,0,4,27,13
05/07/2016,8,3,26,3.5
06/07/2016,0,4.5,26.5,3.5
07/07/2016,2,4.6,27,2.5
08/07/2016,0,3,27,3.5
09/07/2016,0,4.4,28,13
10/07/2016,0,3.7,26.5,13
11/07/2016,0,3.1,25,4.5
12/07/2016,0,3.5,23.5,14
13/07/2016,4.4,1.4,25,2.5
14/07/2016,0,3.9,24,2.5
15/07/2016,0,6.1,25.5,2.5
16/07/2016,3.5,3.2,26,11
17/07/2016,4.7,1.3,25,2.5
18/07/2016,0,4,26.5,13
19/07/2016,0,2.7,26,3.5
20/07/2016,0,5,25.5,3.5
21/07/2016,20,6.8,25,9
22/07/2016,0,2.2,25,3.5
23/07/2016,0,3.3,25,13
24/07/2016,0,1.4,27,3.5
25/07/2016,21,6.8,26,1.5
26/07/2016,0,3.2,25.5,13
27/07/2016,2.8,1.6,26.5,3.5
28/07/2016,0,3.4,25.5,12
29/07/2016,6.9,5.5,27.5,2.5
30/07/2016,4.2,2.2,23,13
31/07/2016,0,0.7,23,3.5
01/08/2016,0.4,3.9,26,12
02/08/2016,0,4.8,27,12
03/08/2016,1,2.3,27,13
04/08/2016,0,5.1,28,13
05/08/2016,4.1,3.7,24,14
06/08/2016,3.4,0.3,23,15
07/08/2016,1.4,2.4,25.5,15
08/08/2016,8.4,2.4,23,15
09/08/2016,7.4,1.6,26.5,5.5
10/08/2016,0,2.5,26,4.5
11/08/2016,8.3,5.7,27,2.5
12/08/2016,0.5,3.2,27,13
13/08/2016,0,4.1,28,12
14/08/2016,0,3.4,27.5,12
15/08/2016,0,5.4,27,2.5
16/08/2016,0,3.5,25,13
17/08/2016,0.5,1.9,24.5,16
18/08/2016,0.3,2.7,26,16
19/08/2016,7.3,4.1,26,14
20/08/2016,3.3,2.1,26,15
21/08/2016,0,1.7,27,13
22/08/2016,0,4.6,24,2.5
23/08/2016,10,2.9,26,1.5
24/08/2016,17,3,24,1.5
25/08/2016,3.2,1.8,26,2.5
26/08/2016,0,4,25.5,13
27/08/2016,12,5.8,26.5,3.5
28/08/2016,26,3.2,27,15
29/08/2016,3.8,1.7,26.5,4.5
30/08/2016,0,6.7,26,3.5
31/08/2016,0,1.5,27,12
01/09/2016,0,6.2,17,1.5
02/09/2016,0.8,4.7,26,5.5
03/09/2016,3.6,0.2,23,16
04/09/2016,1.7,2.2,22,15
05/09/2016,0,0.6,22,14
06/09/2016,0,3.9,26.5,4.5
07/09/2016,1.2,3.3,26,12
08/09/2016,0,2,27,12
09/09/2016,0,4.8,26.5,11
10/09/2016,0,3.8,27.5,1.5
11/09/2016,14,2,26,12
12/09/2016,0,4,25.5,0.5
13/09/2016,0,2.3,27,15
14/09/2016,0,5.9,27,12
15/09/2016,0,5.6,28.5,2.5
16/09/2016,1,3.3,26.5,16
17/09/2016,0,1.7,26,15
18/09/2016,0,2.7,28,4.5
19/09/2016,0,4.2,28.5,15
20/09/2016,0.3,5.8,25.5,12
21/09/2016,6.5,1,25.5,12
22/09/2016,0.4,3.7,25.5,13
23/09/2016,10,0.6,24,3.5
24/09/2016,0,3.6,24,13
25/09/2016,8.2,1.9,25.5,8
