FECHA,EVAP,PREC,TMAX,TMIN
26/09/2016,0,2.9,25.5,4.5
27/09/2016,0.8,1.5,22.5,15
28/09/2016,5.2,1.2,23,15
29/09/2016,1.5,1.1,25,14
30/09/2016,10,3.3,24,3.5
01/10/2016,0.4,0.9,24.5,2.5
02/10/2016,0,2,25,2.5
03/10/2016,0,4.6,27,12
04/10/2016,0,2,27.5,2.5
05/10/2016,0,4.6,28,13
06/10/2016,0,2.3,28.5,12
07/10/2016,0,4.8,26.5,11
08/10/2016,1.3,3.6,24.5,12
09/10/2016,0.3,2.5,20,13
10/10/2016,0,2,23,1.5
11/10/2016,0,4,26,12
12/10/2016,0.5,0.9,27,13
13/10/2016,0,5.3,28,8
14/10/2016,0,3.2,28,8.5
15/10/2016,0,2.8,26.5,8.5
16/10/2016,0,3,26.5,10
17/10/2016,22,4.6,26.5,10
18/10/2016,0,2.1,27,11
19/10/2016,0,4.6,26,0.5
20/10/2016,0,2.9,26,11
21/10/2016,0,4.1,20.5,12
22/10/2016,0,0.2,19.5,2.5
23/10/2016,0,4.1,23.5,11
24/10/2016,0,3.1,26,11
25/10/2016,0,6.3,23.5,11
26/10/2016,0,2.2,25,9.5
27/10/2016,0,2.8,19.5,0.5
28/10/2016,0,0.8,28.5,7.5
29/10/2016,0,4,23,10
30/10/2016,0,2.9,24,9.5
31/10/2016,6.4,0.4,23,11
01/11/2016,0,2.5,26,9
02/11/2016,0.3,4,27.5,9
03/11/2016,0.3,1.4,24.5,11
04/11/2016,0,3.2,24,12
05/11/2016,0,1,23,2.5
06/11/2016,0,2.6,25,11
07/11/2016,0,3.1,27,10
08/11/2016,21,1.3,24,11
09/11/2016,20,1.9,18,1.5
10/11/2016,0,1.6,16.5,0.5
11/11/2016,1.5,1.2,18,11
12/11/2016,0.3,0.3,27,11
13/11/2016,0,1.9,20,1.5
14/11/2016,0,3.9,24,0.4
15/11/2016,0,1,24,12
16/11/2016,4.8,1.2,16.5,12
17/11/2016,0,0.8,22,10
18/11/2016,0,1.3,23,10
19/11/2016,0,1.8,15,11
20/11/2016,0,0.4,20,7.5
21/11/2016,0,1.1,23,4.5
22/11/2016,0,1.6,18.5,6
23/11/2016,0,4.8,24,6
24/11/2016,0,2.9,22,4
25/11/2016,0,1,21.5,1.5
26/11/2016,0,0.8,20,6
27/11/2016,0,1.6,21.5,7
28/11/2016,0,3.2,26,1.5
29/11/2016,0,2.8,27.5,11
30/11/2016,0,3.8,27,9
01/12/2016,0,3.1,27,10
02/12/2016,0,3.2,26.5,9.5
03/12/2016,0,2.7,27,9
04/12/2016,0,1.7,26.5,9
05/12/2016,0,3.3,26,11
06/12/2016,0,1.7,27,11
07/12/2016,0,2.2,27,0.5
08/12/2016,0,2.6,26.5,11
09/12/2016,0,4.2,22,9
10/12/2016,0,3,21,9
11/12/2016,0,0.4,29,8
12/12/2016,0,3.2,24,12
13/12/2016,0,2.8,25,7
14/12/2016,0,3.9,25.5,3.5
15/12/2016,3.1,1.4,24,6
16/12/2016,0,4.7,26.5,9.5
17/12/2016,0,1.9,25.5,9
18/12/2016,0,2.2,25.5,9.5
19/12/2016,0,2.2,23,10
20/12/2016,0,3.4,22,8
21/12/2016,0,4.2,24,8
22/12/2016,0,2.1,25,7
23/12/2016,0,2.4,23,5.5
24/12/2016,0,3.5,25,5.5
25/12/2016,0,1.7,24.5,1.5
26/12/2016,0,2.2,24.5,6
27/12/2016,0,2.8,24.5,6
28/12/2016,0,4.1,25,6.5
29/12/2016,0,3.6,25.5,9
30/12/2016,0,3.5,21.5,0.5
31/12/2016,0,1.6,25,6.5
01/01/2017,0,2.3,23.5,8
02/01/2017,0,3.1,26.5,12
03/01/2017,0,2.8,25.5,1.5
04/01/2017,0,3.8,28,9
05/01/2017,0,3.7,27,9
06/01/2017,0,4.8,27.5,11
07/01/2017,0,1.8,24.5,7.5
08/01/2017,0,1.1,17,6
09/01/2017,0,2.9,20.5,3.5
10/01/2017,0,2.3,25,3
11/01/2017,0,3.6,24,3
12/01/2017,0,3.4,24.5,4.5
13/01/2017,0,3.2,24.5,4.5
14/01/2017,0,2.4,22.5,4
15/01/2017,0,3.6,26,4
16/01/2017,0,3.2,25,4.5
17/01/2017,0,3.3,25,5
18/01/2017,0,4.2,25.5,5.5
19/01/2017,0,1.8,25,7
20/01/2017,0,4.6,25.5,7.5
21/01/2017,0,3.4,27,7.5
22/01/2017,0,2.7,25,5
23/01/2017,0,3.8,26.5,4
24/01/2017,0,3.6,26.5,4
25/01/2017,0,4,28,5.5
26/01/2017,0,2.8,27,6.5
27/01/2017,0,5.4,28,12
28/01/2017,0,3.6,27,6
29/01/2017,0,1.7,22,6
30/01/2017,0,3.4,23,4.5
31/01/2017,0,2.3,23,5
01/02/2017,0,4.7,25,8
02/02/2017,0,3.6,24,12
03/02/2017,0,5.6,24.5,6
04/02/2017,0,2.4,23.5,5.5
05/02/2017,0,2.9,25,7.5
06/02/2017,0,1.8,25,7.5
07/02/2017,0,4,23,2.5
08/02/2017,0,3.6,28.5,12
09/02/2017,0,3.5,27,9
10/02/2017,0,8.5,26,6
11/02/2017,0,4.3,28,5.5
12/02/2017,0,2.7,28,6
13/02/2017,0,2.9,26,12
14/02/2017,0,4.3,26.5,8.5
15/02/2017,0,8.7,26.5,12
16/02/2017,0,4.8,22,7
17/02/2017,0,6.2,24.5,10
18/02/2017,0,3.6,28,6
19/02/2017,0,5.6,27.5,6
20/02/2017,0,4.5,27.5,6
21/02/2017,0,4.7,24,8
22/02/2017,0,3,26,8.5
23/02/2017,0,2.8,27,12
24/02/2017,0,7.4,26,9
25/02/2017,0,5.8,27,6
26/02/2017,0,1.5,27.5,7.5
27/02/2017,0,3.4,28,8
28/02/2017,0,3.2,29.5,9
01/03/2017,0,3.5,30,9
02/03/2017,0,4.3,26.5,9.5
03/03/2017,0,4.6,25,9.5
04/03/2017,0,2.8,26.5,10
05/03/2017,0,3,24,9.5
06/03/2017,0,4.2,25.5,0.5
07/03/2017,0,5.9,25,10
08/03/2017,0,2.4,25,10
09/03/2017,1.2,3.7,25.5,9.5
10/03/2017,0,3.9,25,8.5
11/03/2017,0,2.3,26,9
12/03/2017,0,3.5,24.5,11
13/03/2017,2.9,2.1,24,9
14/03/2017,1.4,2.1,24,6.5
15/03/2017,4.6,0.5,21.5,8
16/03/2017,3.6,2.6,23,8
17/03/2017,0,5.8,25,12
18/03/2017,0,2.2,25.5,7.5
19/03/2017,0,5.5,26,7.5
20/03/2017,0,2.4,27,6.5
21/03/2017,0,2.7,28.5,7
22/03/2017,0,4.2,28,7.5
23/03/2017,0,5.1,28.5,6
24/03/2017,0,8.6,30,6.5
25/03/2017,1.1,5.1,29.5,0.5
26/03/2017,1.6,0.2,28.5,10
27/03/2017,0,6.1,28.5,9
28/03/2017,0,4.1,28.5,11
29/03/2017,0,4.9,29.5,10
30/03/2017,0,5,29,9
31/03/2017,0,7,27,11
01/04/2017,0,4.9,30,11
02/04/2017,0,5.5,29,1.5
03/04/2017,0,5.1,29.5,9
04/04/2017,0,6.8,31,8.5
05/04/2017,0,5.5,32,10
06/04/2017,0.5,5,28,0.5
07/04/2017,0,4.2,30,12
08/04/2017,0,4.5,29,1.5
09/04/2017,0,4.7,29,13
10/04/2017,0.5,4.8,29,2.5
11/04/2017,0,4.6,29,3.5
12/04/2017,0,5.5,27.5,11
13/04/2017,0,4.2,27,9.5
14/04/2017,0,4.1,27,10
15/04/2017,0,5.2,28,0.5
16/04/2017,2.4,3.9,27.5,12
17/04/2017,0.6,4.4,26.5,11
18/04/2017,6,2.4,23.5,11
19/04/2017,0,2.9,24,12
20/04/2017,0,5.3,26,8
21/04/2017,0,5.4,28,9
22/04/2017,0,5.7,29.5,11
23/04/2017,0,4.3,27.5,11
24/04/2017,0.4,3.8,28,11
25/04/2017,0,5.5,28,1.5
26/04/2017,0,4.7,31.5,12
27/04/2017,0,3.8,30,1.5
28/04/2017,0,6.1,31,1.5
29/04/2017,0,6,29.5,15
30/04/2017,0,5,32.5,1.5
01/05/2017,0,4.7,32,13
02/05/2017,0,5.6,30,13
03/05/2017,0,5.3,30.5,3.5
04/05/2017,8.5,1.8,29.5,14
05/05/2017,1,3.8,26,3.5
06/05/2017,0,4.7,28,11
07/05/2017,0,3,29.5,11
08/05/2017,0,3.7,29.5,12
09/05/2017,0,3.7,28,3.5
10/05/2017,0,3.5,30,3.5
11/05/2017,4.9,4.9,31,14
12/05/2017,1,2.7,28,2.5
13/05/2017,0,4.2,29,13
14/05/2017,0,3.1,26,3.5
15/05/2017,0,5.3,30.5,3.5
16/05/2017,0,4.9,31,14
17/05/2017,0,4.8,31.5,5.5
18/05/2017,0,6.3,32,16
19/05/2017,0,7.1,32,16
20/05/2017,0,5.4,32.5,16
21/05/2017,8.9,4.8,31.5,15
22/05/2017,0,5.3,31.5,3.5
23/05/2017,0,4.7,32,16
24/05/2017,1.9,5.7,31,6.5
25/05/2017,16,5.8,29.5,15
26/05/2017,0,5.2,30,3.5
27/05/2017,0,5.6,30,13
28/05/2017,0,3.5,29.5,15
29/05/2017,0,4.8,28.5,16
30/05/2017,0,4.1,26.5,15
31/05/2017,0.4,3,25.5,15
01/06/2017,0,2.9,25.5,16
02/06/2017,0,4.8,27,14
03/06/2017,1,4.6,30,4.5
04/06/2017,0,2.8,30.5,11
05/06/2017,0.5,4.4,28.5,14
06/06/2017,0,3.8,27.5,16
07/06/2017,10,0.9,29,13
08/06/2017,0,4.2,29,13
09/06/2017,5.6,4.6,27,4.5
10/06/2017,14,3.2,27,14
11/06/2017,4.4,1.5,28,14
12/06/2017,0,4.3,28.5,14
13/06/2017,5.6,7.3,28.5,4.5
14/06/2017,16,3,26.5,14
15/06/2017,0,4.1,27,3.5
16/06/2017,0,4.6,27,3.5
17/06/2017,0,4.4,28,12
18/06/2017,0,5.8,28.5,2.5
19/06/2017,0,4.7,28,14
20/06/2017,0,5,27,2.5
21/06/2017,0,5.4,27.5,11
22/06/2017,0,5.8,29,0.5
23/06/2017,0,6.8,31,13
24/06/2017,0.5,2.9,28.5,13
25/06/2017,1.7,3.8,25.5,5.5
26/06/2017,17,2.3,26,4.5
27/06/2017,3.9,3.6,29.5,4.5
28/06/2017,11,1.9,25.5,4.5
29/06/2017,20,5.4,26,15
30/06/2017,7.4,1.1,23,15
01/07/2017,2,1,23,3.5
02/07/2017,2.5,4.4,26.5,7
03/07/2017,17,12,25.5,14
04/07/2017,10,2.5,24.5,14
05/07/2017,3.2,7.3,24.5,13
06/07/2017,0,3.2,24,12
07/07/2017,10,2.6,22,2.5
08/07/2017,9.3,2.9,21.5,4.5
09/07/2017,13,0.4,22,14
10/07/2017,15,2,22,13
11/07/2017,15,5.1,23.5,13
12/07/2017,22,0,24.5,2.5
13/07/2017,2.8,4.7,26,3.5
14/07/2017,0,2.7,26,13
15/07/2017,0,4,26,3.5
16/07/2017,0.9,3.5,27,13
17/07/2017,0,2.4,26,12
18/07/2017,1.5,2.9,26,12
19/07/2017,0,3.5,27,14
20/07/2017,2.1,4.3,27,13
21/07/2017,0.3,2.9,25,2.5
22/07/2017,3.8,2.2,25.5,13
23/07/2017,0.5,1.9,24,2.5
24/07/2017,0,1,25,2.5
25/07/2017,21,5,24,13
26/07/2017,0,4.2,25,3.5
27/07/2017,3.5,1.4,25,3.5
28/07/2017,0,4.1,26,12
29/07/2017,0.5,3.1,27,12
30/07/2017,0,3.8,27.5,13
31/07/2017,0,7.3,27.5,3.5
01/08/2017,1.7,3.9,27,12
02/08/2017,0,3.5,27.5,14
03/08/2017,0,1.4,25,5.5
04/08/2017,0.3,6.2,27.5,4.5
05/08/2017,0,2.9,27,4.5
06/08/2017,0,3.7,28,14
07/08/2017,0.5,4,29,4.5
08/08/2017,0,5.9,28,5.5
09/08/2017,6.9,2.2,23,14
10/08/2017,1,1.7,18.5,3.5
11/08/2017,0,2.5,26,12
12/08/2017,0,3.9,25,12
13/08/2017,2,4,25,13
14/08/2017,2.3,4.3,27.5,13
15/08/2017,0.5,2.5,26.5,13
16/08/2017,0,2.8,26,14
17/08/2017,4.4,2.1,28,15
18/08/2017,22,8.1,22,14
19/08/2017,1.5,3.6,25,14
20/08/2017,0,2.3,27,14
21/08/2017,7.8,3.8,26,15
22/08/2017,1.4,1.9,26,15
23/08/2017,0,6.5,26.5,14
24/08/2017,0,5.3,25.5,14
25/08/2017,6.2,1.4,24,14
26/08/2017,21,2.1,25.5,14
27/08/2017,2.3,1.7,26,4.5
28/08/2017,8,3.7,24,14
29/08/2017,51,5.4,22.5,15
30/08/2017,42,4.2,22.5,14
31/08/2017,1.2,1.4,23,16
01/09/2017,0,2.5,24,14
02/09/2017,0,1.7,23,15
03/09/2017,2.1,2.7,23.5,15
04/09/2017,2.5,0.7,22.5,15
05/09/2017,39,2.3,22.5,14
06/09/2017,0,2.1,22.5,14
07/09/2017,0.5,5.3,22.5,4.5
08/09/2017,0,0.5,21.5,14
09/09/2017,8.8,0.5,19,3.5
10/09/2017,0,3,23,2.5
11/09/2017,0,3.9,24,11
12/09/2017,0,3.8,24.5,9
13/09/2017,0,3,25,8.5
14/09/2017,0,3.3,27,8
15/09/2017,0,3.7,27,14
16/09/2017,0,2.4,26.5,3.5
17/09/2017,21,4.4,28,3.5
18/09/2017,0,3.7,26.5,4.5
19/09/2017,0,3.7,27,15
20/09/2017,4.4,5.2,26,5.5
21/09/2017,0,3.9,25.5,4.5
22/09/2017,0,3.2,26,15
23/09/2017,0,2.6,26,14
24/09/2017,4.1,1.9,26.5,14
25/09/2017,0,1.2,24,14
26/09/2017,31,3.7,26.5,5.5
27/09/2017,1.1,2.2,25.5,14
28/09/2017,1.9,2.1,23,15
29/09/2017,0.3,1.4,20,4.5
30/09/2017,2.6,1,20.5,4.5
01/10/2017,2.5,0.1,24,15
02/10/2017,0,2.1,22.5,14
03/10/2017,0,2.3,22.5,13
04/10/2017,0,2.2,23,13
05/10/2017,0,3.8,25.5,3.5
06/10/2017,0,3.3,24.5,12
07/10/2017,0,2,26,9
08/10/2017,5.3,3.1,26,9
09/10/2017,0,2.9,27,3.5
10/10/2017,0,3.3,26,14
11/10/2017,0,2.6,22.5,2.5
12/10/2017,0,1.4,22,12
13/10/2017,0,2.2,22.5,1.5
14/10/2017,0,3.1,25,12
15/10/2017,0,3,25.5,12
16/10/2017,0,2.2,22.5,3.5
17/10/2017,0,3.5,22,3.5
18/10/2017,0,1.2,25,0.5
19/10/2017,0,3.4,26.5,1.5
20/10/2017,0,5.4,27.5,12
21/10/2017,0,3.8,27,11
22/10/2017,0,1.2,27.5,10
23/10/2017,0,2.1,27.5,10
24/10/2017,0,1.8,22,10
25/10/2017,0,3.9,26,10
26/10/2017,0,2,29,9
27/10/2017,0,3.8,26,5.5
28/10/2017,0,4,25,8
29/10/2017,0,1.6,24.5,9
30/10/2017,0,2.9,26,11
31/10/2017,0.7,2.8,26,13
01/11/2017,0,3.2,26,13
02/11/2017,0,4.4,28,14
03/11/2017,0,6.4,28.5,10
04/11/2017,0,3.2,27,8
05/11/2017,0,4.7,26.5,8
06/11/2017,0,3.4,28.5,13
07/11/2017,0,4.2,29,6.5
08/11/2017,0,3.5,28.5,11
09/11/2017,0,3,21,7
10/11/2017,0,3.1,25,8
11/11/2017,0,5.4,25.5,9
12/11/2017,0,2.2,25.5,8.5
13/11/2017,0,2.6,24.5,9
14/11/2017,0,4,24.5,10
15/11/2017,0,3.5,26,8
16/11/2017,0,3.1,25,10
17/11/2017,0,4.2,25.5,6
18/11/2017,0,2.3,26,5.5
19/11/2017,0,0,22,5.5
20/11/2017,0,6.1,24.5,7.5
21/11/2017,0,2.5,24.5,8
22/11/2017,0,2.5,23,7.5
23/11/2017,0,3.1,21.5,4
24/11/2017,0,3.3,21,3
25/11/2017,0,2.7,23.5,4
26/11/2017,0,2.7,23.5,4
27/11/2017,0,2.8,21,4
28/11/2017,0,2.5,23,4.5
29/11/2017,0,2.9,24.5,4
30/11/2017,0,2.8,22,4
01/12/2017,0,4.3,20.5,3.5
02/12/2017,0,1.8,21,5
03/12/2017,0,3.5,22.5,6
04/12/2017,0,1.7,24,6
05/12/2017,0,2.8,26.5,7
06/12/2017,0,2.4,24.5,6
07/12/2017,0,2.5,26,5.5
08/12/2017,0,3.5,23,8
09/12/2017,0,2.4,18,3
10/12/2017,0,2.3,18,0.5
11/12/2017,0,1.2,21,-1
12/12/2017,0,3,23,-1
13/12/2017,0,2.4,23,-2
14/12/2017,0,2.8,24,4.5
15/12/2017,0,3.7,26,-4
16/12/2017,0,3.2,23,5.5
17/12/2017,0,2.8,23,7.5
18/12/2017,0,2.5,23,8
19/12/2017,0,3,25,8
20/12/2017,0,2,25.5,7
21/12/2017,0,4.2,26,6.5
22/12/2017,0,3.2,26,7
23/12/2017,0,3.2,25,5.5
24/12/2017,0,1.8,24.5,11
25/12/2017,0,3.5,23,6.5
26/12/2017,0,3.2,24,5
27/12/2017,0,3.3,25,5.5
28/12/2017,0,2.2,23,5
29/12/2017,0,3,22,5
30/12/2017,0,2.3,23,5
31/12/2017,0,1.6,23,5
